steming_data,Score,Sentiment
wkwk kemarin akun rada rada mahasiswa,0,Netral
terima tindak kawal,1,Positif
demo lihat luhut katai rakyat,0,Netral
perintah katai rakyat rakyat katai perintah wkwk hancur hancur,0,Netral
kawal sesuai ya kritik,1,Positif
baca berita data mana kak mahasiswi tolong sertain link berita ya kak perppu pres inpres hasil demo,-2,Negatif
cie cair,-1,Negatif
banyak literasi sisi dikkk terima selesai kawal point pmrnth,1,Positif
nih astaga lol mending sekolah main tiktok,1,Positif
tabur,0,Netral
jabat hasto ciduk,-1,Negatif
iya wajib perintah kak yaallahhh ya gapapa ketangkep wajib allahuakbarrr,-1,Negatif
bingung manusia buta kosong wkwk,-1,Negatif
gmw ah mah asih tau,-1,Negatif
harga listrik info ya wkwk,1,Positif
ya salah perintah bikin bijak ngawur,0,Netral
bingung ngawur pln discount cek sehat gratis ulang efisiensi ya biar buang buang duit negara,-1,Negatif
heh kocak uang negara t lahap perintah iklas uang segitu ningkatin ratus ribu kola akreditasi b sih taraf internasi,-3,Negatif
efek uang tinggal efek uang,2,Positif
tinggal mana kota deh t bangun kota doang kota tara tokyo bela perintah banyak baca berita biar erti transparansi anggar,-1,Negatif
goreng goreng goreng,0,Netral
kah untung jabat denial kayak kak ngerugiin,-2,Negatif
anda pikir manjur efisien pas derita orang,0,Netral
sebutin rugi kasih paham,-1,Negatif
oh pns rapat hotel ya sorry ya,2,Positif
efisiensi ngangkat stafsus tuh kak tanggap gen ask ya,2,Positif
hadeh berita mana tau ya rugi must be tough living such a narrow perspective huhu,-3,Negatif
ya,1,Positif
mahasewa bibit koruptor tuntut,-2,Negatif
phk mah atas kali presiden phk alas ya kerja karyawan bagus karyawan masalah atas ya kena efesiensi gampang,0,Netral
yeuuu tunjuk usaha guru rendah -di -diphk manjur,0,Netral
guru honorer masuk ya pakai ordal kah maniezzz,1,Positif
foto,1,Positif
uu ampas aset baca ya photo,0,Netral
bikin bijak dasar riset mahasewa ken studi banding habis triliun rapat mewah ber hotel mewah fgd habis triliun habis gadapet,1,Positif
tebak iq,0,Netral
abai komentar termul buzzer ya ges ya kasih panggung,0,Netral
gue lupa jaman bj habibie dwi fungsi hapus laku,-2,Negatif
munafik nikmat hasil contoh ppn demo naik nikmat hasil,4,Positif
ayo banyak konten bahas demo kak,1,Positif
konten takut ternak langsung nyuruh check akun gerinda,1,Positif
hidup mahasiswa hidup rakyat indonesia adil jokowi,0,Netral
uu ampas aset bahas,0,Netral
mending push rank mumpung dark system demo lagi,-2,Negatif
boneka batre pdi p,0,Netral
harvey moeis no demo ruu ampas aset no demo hasto tangkap demo faham,-5,Negatif
dan aneh orang rela buzzer kondisi negara program mbak tuju tingkat korupsi mndorong kmunduran,-1,Negatif
komenya akan demo salah banget padahal demo keluh masyarakat mahasiswa bantu biar attention demo anak,-4,Negatif
yes paham esensi demo kak,0,Netral
banget netizen tone deaf ya tiktok cuman jabat negara tone deaf netizen buzzer tone deaf indonesia miris what an ironic,-1,Negatif
jelas katai,0,Netral
buzzer recheart working komentar spam biar indonysiagelap fyp,-2,Negatif
miris banget jujur suka topik kayak pilpres kemarin kalah ya mahasiswa demo sih jenis menang kalah pilpres bicara mahasiswa rakyat erti urgent cinta tanah air ya atur masalah baik pergi,-4,Negatif
opung kau gelap indonesia,-1,Negatif
uu ampas aset woylah,-1,Negatif
demo tuntut titip rakyat konoha suka instan langsung bukti butuh proses masak mie proses lho rumah benah sih kotor demo cocok pimpin susah ganti rakyat ganti pimpin,-3,Negatif
begitu orang indonesia kritisi ditanyain dapat digitukan stop suruh orang henti demokrasi,-2,Negatif
mbak danantara bangun infrastruktur jalan tol bendung labuh bandara ikn stop danantara periksa kpk riskan kkn,-1,Negatif
demo sesuai pesan isi tuntut dar formalitas bknya fokus uu ampas aset tolak mangkas anggar jabat program makan siang gratis kuliah ajar sih n,-3,Negatif
gue makan gratis hapus gapenting gamembuat indonesia growth ekonomi buka lapang kerja besar kualifikasi aneh duit mah,3,Positif
bisa orang orang bela perintah buzzer ngotot korban shrsnya dukung demo mengsupport,-3,Negatif
fyi ampas aset tuntut mahasiswa tuntut prabowo keluar perppu,-4,Negatif
kemarin demo siang malam eh tau rapat pkb eh muncul bem ya indonesia gelap tau tau rapat pdi kasihan kucluk belakang cuman nasi bungkus dia kursi partai semangatparapenjilat,-5,Negatif
komentar rumah desa,1,Positif
prabowo baik,0,Netral
uu ampas aset tuh demo berani,-2,Negatif
tiap baik presiden,1,Positif
coba demo,-1,Negatif
mahasewa main,-1,Negatif
tahun jabat,-1,Negatif
presiden tau kerja ya beliau ajar tau,1,Positif
sehat sehat presiden umur pimpin negeri a dukung ya rabb jaga prabowo kuat bahu ya pimpin negeri watak manusia,6,Positif
ganti orang ya pimpin,1,Positif
mahasiswa hati mending ajar lulus cepat kerjaaa,1,Positif
tuju demo suara hak rakyat fomo foto keren tiktok ya dekkkkkk,1,Positif
orang orang takut sewa,0,Netral
kuliah buruk,-1,Negatif
iya mending kuliah ternak ternak prabowo jilatin,0,Netral
orang anda wakil mahaswa orang,-1,Negatif
tau sih efisensi gaji biaya dinas sewa hotel sewa trdampak phk wajar pasu trtntu,-1,Negatif
komentar dukung demo ya demo cek rakyat dukung penuh perintah presiden parabowo,1,Positif
maaf buzzer heran dipermasalahkn demo ganti presiden demo,-2,Negatif
selamat nikmat pilih,1,Positif
kaji demo ya mana fomo,1,Positif
pantesan mahasiswa ya lulus pintar blooon gampang kibul,1,Positif
efisiensi dana hasil efisiensi kelola tanggung,1,Positif
mahasawa,0,Netral
wakil demo mahasiswa rakyat ternak sah komen ya noh kandang tunggu kasih makan rumput,1,Positif
era surabaya,0,Netral
kapai demo peaaa prabowo rombak perintah jaman kemarin peaa peaa,-3,Negatif
mahasewa hama,-2,Negatif
mudah mahasiswa ya erti ya demo,1,Positif
ya kuliah banyak pikir,1,Positif
ternak cek akun gerindra biar paham,-1,Negatif
pilih demo,-2,Negatif
mahasawa,0,Netral
nama doang mahasiswa faham eh tau nya,-1,Negatif
mending demo tuju uu ampas aset,-2,Negatif
mahasawa,0,Netral
anak jenderal komen,-1,Negatif
gua tuju sih,-1,Negatif
pln gratis,1,Positif
mantab abang tuju,0,Netral
bayar sewa kost,0,Netral
ganti rakyat,0,Netral
amelia indonesiadaruratliterasi,0,Netral
moga rakyat indonesia riset lihat baca sosial media indak mudah bawa arus,3,Positif
abang program subsidi listrik,0,Netral
baca brosur kakak anda,-1,Negatif
selagi demo buruh indonesia sajah,-2,Negatif
saudara bebas erti,-1,Negatif
indonesiaterang,0,Netral
indonesia gelapp gelap banget,0,Netral
demo dukung koruptor kali lahan koruptor abiiis,0,Netral
oh anak jabat demo uang dinas kurang,-4,Negatif
amelia indonesiadaruratliterasi,0,Netral
bikin nyata jarang heran,0,Netral
buruh,0,Netral
abang ktany rumor gizi grtis du henti,-2,Negatif
percaya,1,Positif
skrippsiii siapin teliti ngasalll terjun masyarakat nama juang rakyat,0,Netral
phk but lebih oke,1,Positif
maaf probowo maju negara dengar rakyat tahan jatuh,1,Positif
makan gratis sekolah,2,Positif
mending dengar vidionya buka komen batal puasa,-1,Negatif
alhmdullilhh suruh kuliah pilih sekolah akademis,-1,Negatif
hati hati teriakin buzzer wkwk,-1,Negatif
tuju,0,Netral
efisien kabinet gemoy hebat pakai segitu bantu,-1,Negatif
baca ya biar asbun,1,Positif
laku tim tim kalah capres,-3,Negatif
oknum takut,0,Netral
efisiensi dana didik ancam terima kipk bagus,1,Positif
lu brother wakil orang -orang indonesia,0,Netral
demo paham bijak perintah serang perintah upah demo anak jabat pangkas keluar lazim,-6,Negatif
abang rsud daerah gegara efisiensi anggar sulit opnme pakai bpjs,0,Netral
luhut salah ya,0,Netral
indonesiacerah indonesiabebaskorupsi kamibersamaprabowo,0,Netral
orang lihat sisi sisi lupa well,1,Positif
saudara murid,1,Positif
tani gelap,-1,Negatif
salam indonesia terang,0,Netral
anis rusak,0,Netral
indonesiaterang,0,Netral
demo mantik coba uu ampas aset mantik ya demo oknum ngompori bayar,-2,Negatif
tuju kak indonesia,0,Netral
perhati mas ketidaksukaan,0,Netral
generasi muda doang trend,-2,Negatif
alamak buzzer komen,-1,Negatif
gelap biar kegelapanya nama orang suka,-1,Negatif
bilang didik gerat didik gerat sd kecuali lu swasta baju dana sekolah didik gerat,3,Positif
kalang sakit hati kalah pilpres,-2,Negatif
maaf omong enak cuman turun anggara lihat salur anggara jujur salur coba kali,-2,Negatif
terang,0,Netral
phk mana,-1,Negatif
biasa mahasewa,-1,Negatif
cakup,0,Netral
situbondo bupati perintah presiden anggar hapus salah satu ada mobil dinas,1,Positif
sekarang saudara dermaga,0,Netral
lihat orang peduli negara,1,Positif
semangat presiden,1,Positif
butuh makan siang gratis butuh lowong kerja syarat ribet kerja gaji layak tuan,0,Netral
adil aniss,0,Netral
tani,0,Netral
gerindra,0,Netral
gerindra admingerindra id bobby kertanegara,0,Netral
chnd,0,Netral
nyala presiden,1,Positif
tuju,0,Netral
lo abang support prabowo keren keren keren,1,Positif
pertamina bumn negara tipu rakyat,0,Netral
bayar pakkk,0,Netral
demo takut koruptor bongkar,-2,Negatif
abang ekonomi rakyat sulit,0,Netral
mahasewa p ygbilng indonesia glap,-1,Negatif
presiden indak paham kondisi negara dukung ya,3,Positif
gelap orang -orang cerdas kantor,-1,Negatif
suara rakyat dengar pakai bahan olok hasil pilih presiden cuman ok gas ok gas,0,Netral
nama omon omon,-2,Negatif
ind hancur,0,Netral
pajak gila gilan bikin gelap,-2,Negatif
murid mulyono nih,1,Positif
negara jepang maju,0,Netral
istrhat biar lelah hilang,0,Netral
ambisi kaya jabat konoha,0,Netral
o on,0,Netral
no korupsi,-1,Negatif
habis gelap terbit gelap,-2,Negatif
mahasiswa kasih tau indonesi gelap,-2,Negatif
gelap penglihtannya rakyat miskin jabat negara gelap perut kenyang,-2,Negatif
muram,-1,Negatif
gelap prilaku jabat ya,-1,Negatif
mahasewa senjata ganggu program perintah,-2,Negatif
lhoe,0,Netral
mahasiswa demo bpk presiden tindak plin plan suara mahasiswa bpk keluh rakyat bpk pantas mnghjat aliansi bpk kreksi,0,Netral
orang prediksi indonesia bubar lupa ya,1,Positif
njabat hasil kerja dolar ihsg anjlok phk anggur,-1,Negatif
ya orang -orang kelas culi mewah mewah anda,-1,Negatif
pakai kenyataanya negara bobrok tunggu makmur egak bohongin perintah butuh ya pakai,0,Netral
paham kayak,-1,Negatif
sesal,0,Netral
hidup presiden ku,1,Positif
gelap,-1,Negatif
jajar gelap sadar ya,0,Netral
gelap bubar,-1,Negatif
sadar gelap,-1,Negatif
hidup jokowi,0,Netral
janji hapus koruptor,-1,Negatif
gelap kerja ordal gaji kecillll,0,Netral
makin gelap faktor hukum ya,0,Netral
curhat,0,Netral
mimpi ya,2,Positif
moga bpk prabowo lindung allah,3,Positif
indonesia terang pegawai sirtex,1,Positif
revolusi,0,Netral
komen sakit hati prabowo presiden,0,Netral
indonesiagelap,0,Netral
tuan suka adehhhhh,0,Netral
nomor korupsi,-1,Negatif
indonesia gelap,-1,Negatif
untung pilih,-1,Negatif
orang -orang kantor kantor,0,Netral
dia suara,-1,Negatif
sadar rakyatpak rakyat melek praktik pantik instabilitas paj,0,Netral
allah buka satu hai pimpin negeri allah maha,4,Positif
i n of o e si si,0,Netral
ayo indonesia tunjuk kelola duit negara smart,1,Positif
indonesia emas,0,Netral
bismillah moga ekonomi indonesia,2,Positif
sukses utang negara kurang nih moga sukses biar manfaat negara rakyat,2,Positif
gaskeun transparan benar rakyat indonesia cuan banget mah,2,Positif
gue dukung banget kuat investasi nasional strategis deh rakyat indonesia bangga usaha induk bumn,3,Positif
rakyat tuju niat bagus danantara potensi gede benerin ekonomi indonesia,1,Positif
anda orang -orang kantor suruh pindah leluhur tahan tanah penhanahanahanahahahahahahahahahah,-2,Negatif
ngotak,0,Netral
si bangun indonesia perintah rakyat anak anak jaman sdmnya sring temu anak muda anti kritik,-6,Negatif
hut hut,0,Netral
devil si,0,Netral
luhut binsar panjaitan fir aun nyata zaman,0,Netral
luhut nih omong suka suka kayak negara,-2,Negatif
manusia negara milik keluarga luhut,2,Positif
memang negara luhut suruh pindah orang,-1,Negatif
kritik jabat,-2,Negatif
kamar luhudd,0,Netral
gelap anggota dpr tertawa ruang antri gas hukum hukum layak pindah orang indonesia kaburajadulu,-3,Negatif
euclase kweek maksud,0,Netral
pakai luhut masuk surga kah,-1,Negatif
mulut orang kayak bikin sakit banget hati,-2,Negatif
please wei indonesia kali ganti presiden ganti menteri ya ambil bekas kemarin kayak eek,-2,Negatif
kalah pilpres adu domba rakyat atas nama indonesia gelap parah sih,-6,Negatif
luhut coba deh samar orang miskin jalan orang miskin jalan hidup situ tau gelap perintah negara,-5,Negatif
benar banget gelap otak demo -nya,-1,Negatif
stan,0,Netral
astaghfirullah banget masuk surga opungggg,-1,Negatif
bikin gelap indonesia rusak bangsa,-1,Negatif
konsep keren tinggal tindak nih syukur sukses amin,2,Positif
sukses indonesia maju sih drama layar,0,Netral
jalan sesuai rencana game changer ekonomi,2,Positif
danantara investasi saham gila gila kelola,0,Netral
ngeri kali kata pung,-2,Negatif
niat bagus potensi gede tinggal ngelola moga amanah yachh,3,Positif
tim wowo,-1,Negatif
kelompok kuasa konoha situ luhut,0,Netral
luhut indonesia negara cerah jabat ya korupsi,-1,Negatif
janji mu prabowo subianto,0,Netral
lili,0,Netral
geraldvincentt erti beda efisiensi kurang,-2,Negatif
welcome anarchy era,1,Positif
tunggu sebentar pahlawan,-1,Negatif
sekarang mafia tanah mana,-1,Negatif
cuman warga kali peduli negara beda tiktok bisa koar katai anak abah katai mahasewa gas gajadi beli agen hasil anak abah ternak mulyono katai,-4,Negatif
nih kemarin bilang ingat darurat anak abah noh lihat negara semrawut bilang protes anak abahh,-2,Negatif
negara sih anjing gas lpg kg sulit shell tutup sertifikat tanah elektronik pager laut proyek pik kacau sih,-3,Negatif
indonesia negara ya negara kembang kembang ya,4,Positif
emak gue pakai kayu gas,-1,Negatif
perintah stres,-1,Negatif
kabujaradulu,0,Netral
mending negeri anjj nih negara,0,Netral
ya indonesia amburadul banget,1,Positif
pliss deh capek banget negara,1,Positif
debat politik jurus ya anak abah ternak mulyono debat ya cari jalan,2,Positif
teori prbw bersihin koruptor korup kamuflase,-1,Negatif
orang putus didik lewat,0,Netral
pilih dengar pilih dengar anti kritik,-2,Negatif
hihhh nguweriiiiii rek miskin negeri,-1,Negatif
warga korup langsung tindak gilir jabat pura pura lihat,0,Netral
anjay pdi gencar ya betah kah meg kursi,0,Netral
indonesia era anti kritik masyarakat bungkam suara caci mana panca sila indonesia rusak kena dampak tikus negara mah santai,-4,Negatif
pindah negara,0,Netral
kabujaradulu,0,Netral
indonesia butuh vigilante,-1,Negatif
gas suara intro pelan orang kaget volume,-1,Negatif
saya muak,-2,Negatif
indonesia bjir,0,Netral
gua ingat indonesia gelap muncul zombie,-2,Negatif
jabat lolot,-1,Negatif
sih agen gas dibanyakin warung toko toko daftar agen gas agen bayar bayar,-5,Negatif
n ntan astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah,0,Netral
opini ringkas google,-1,Negatif
indonesia kenal suka palsu data,-1,Negatif
tulis cari plek ketiplek tulis hasil ringkas ai percaya,0,Netral
balas erti,0,Netral
mas mas laden kayak lawan bicara baca argumen mas ya daritadi,0,Netral
siappp,0,Netral
ai data saji ai,0,Netral
wkwkwk stop asih data ngasal hasil ringkas ai,0,Netral
siapp erti,0,Netral
kalah argumentasi giring opini ai,-1,Negatif
toss anak fk,-2,Negatif
teknologi google ngeringkas hasil cari pakai ai persis opini hasil ringkas google,0,Netral
abang gangerti,-1,Negatif
menang argument,0,Netral
argumentasi ya patah dasar data asumsi,-2,Negatif
hahahhahah argument bagus argument dasar data debat nasional wajib serta data pakai asumsi,-2,Negatif
asih artikel study cohort ncbi hasil googling menang,0,Netral
tolong paham konteks diskusi kutat sektor ban program hamil argumentasi patah,-2,Negatif
diskusi hasil googlingan sih akutu,1,Positif
loh scroll adekk lawan salah menginterprestasikan mbak journal patah data menang oiya lupa ai,-2,Negatif
buruk apa bos,-1,Negatif
respect mahasiswa eh tunggangin partai oposisi respect bela penting rakyat tau nama mahasewa,-3,Negatif
rusuh ganggu aman tangkap,-2,Negatif
mahaswa,0,Netral
sumpah sgitunya kuliah,0,Netral
gelap tinggal zaman,-1,Negatif
tuntut mahasewa tim senyap ujung ujung menang broow,-5,Negatif
mahasiswa,0,Netral
pertamina demo abang,-1,Negatif
mahasewa kotak nasi,-1,Negatif
salah prabowo ya,0,Netral
prabowo salah,-1,Negatif
karbitan,0,Netral
demo kacau,-1,Negatif
r a kartini janji warga indonesia perang habis gelap terbit terang,-2,Negatif
mahasewa kapai sih hak kayak prestasi,-2,Negatif
perhati culi fajar,0,Netral
demo mahasewa wkwkkw ytta,-2,Negatif
banyak demo nikmat token gratis canda token,0,Netral
ya,1,Positif
pasti dalang,1,Positif
semangat prabowo gibran maju mahasiswa kenceng kemarin promo besar nikmat,1,Positif
presiden presiden mesti demo melulu,-1,Negatif
mahasiswa bangkit,0,Netral
sdm baik,0,Netral
indonesia gelap bos opo maneh sek isuk wes gelap mergo mendung apene udan,-3,Negatif
receh banget seragam warna warni,1,Positif
demo biar coba nmbh,-1,Negatif
kelas mahasiswa tulis gratis gerat,0,Netral
stabil,1,Positif
demo ya hehhe bayar ya,1,Positif
salah prabowo jir,-2,Negatif
kayak iya,-1,Negatif
dana ine mah demo,0,Netral
mahasiswaaaa,0,Netral
ketawa deh lihat,2,Positif
mahasewa kocak,-2,Negatif
apakah anda wkwk,-1,Negatif
rakyat kau maksud hahahahaaaa,0,Netral
manfaat ya,2,Positif
kuliah bikin smart bikin,0,Netral
habis demo kelar,0,Netral
terus uang bayar kos bulan,-1,Negatif
mahasiswa mahasiswa,0,Netral
aduh mahasiswa,0,Netral
demontrasi dgerakkan kubu kalah dosen beraliansike pdi,-1,Negatif
baik mahasewa akun tanggap -satunya akun privat teman,0,Netral
demo siang bilang gelap matahari ya ya,1,Positif
tuju banget,1,Positif
hm bikin macet,0,Netral
indonesia gelap terang,-1,Negatif
didik kejang,0,Netral
memang orang -orang ubah pimpin presiden mulu mata mahasewa,-1,Negatif
efisiensi anggar bagus,1,Positif
oala komen buzzer bos hidup mahasiswa terimakasih juang mu,1,Positif
sengkuni gelap,-1,Negatif
rakyat pesta demokrasi biaya mahal rakyat pimpin president negara gerak cepat situasi ya parah hancur,2,Positif
mahasiswa orang kayak ya banget kosong,0,Netral
ui semangat demo ya senior sukses masuk politis jalur demo,-3,Negatif
teman gua kalah main pas brisik banget main pas,1,Positif
elsa ca lihat ca,1,Positif
huhhhh deso kayak pengin tinggal kerja pada sulit harap hidup sulit,-1,Negatif
